Case,Date,State,County,Case Count
NO.13881,2020-03-19,TX,McLennan,1
NO.13860-13880,2020-03-19,CA,San Diego,20
NO.13853-13859,2020-03-19,NY,Saratoga,6
NO.13852,2020-03-19,NC,Wilson,1
NO.13850-13851,2020-03-19,NC,Mecklenburg,1
NO.13849,2020-03-19,TX,Lamar,1
NO.13848,2020-03-19,WI,Rock,1
NO.13842-13847,2020-03-19,NJ,Hudson,5
NO.13841,2020-03-19,TN,Fayette,1
NO.13840,2020-03-19,OH,Lucas,1
NO.13839,2020-03-19,IA,Dubuque,1
NO.13821-13838,2020-03-19,TX,Travis,17
NO.13818-13820,2020-03-19,IA,Polk,2
NO.13817,2020-03-19,IA,Johnson,1
NO.13786-13816,2020-03-19,DC,District of Columbia,30
Death,2020-03-19,WA,King,1
Death,2020-03-19,WA,King,1
Death,2020-03-19,NY,New York,1
NO.13785,2020-03-19,TX,Fort Bend,1
NO.13784,2020-03-19,TX,Fort Bend,1
NO.13783,2020-03-19,TX,Fort Bend,1
Death,2020-03-19,WA,King,1
NO.13782,2020-03-19,TX,Fort Bend,1
NO.13781,2020-03-19,TX,Fort Bend,1
NO.13780,2020-03-19,TX,Fort Bend,1
NO.13777-13779,2020-03-19,CA,San Joaquin,2
Death,2020-03-19,WA,King,1
NO.13776,2020-03-19,TX,Fort Bend,1
NO.13775,2020-03-19,ID,Kootenai,1
NO.13774,2020-03-19,VA,Suffolk,1
NO.13763-13773,2020-03-19,ID,Blaine,10
NO.13762,2020-03-19,KS,Butler,1
NO.13759-13761,2020-03-19,SD,Beadle,2
NO.13758,2020-03-19,NC,Moore,1
Death,2020-03-19,CT,Fairfield,1
NO.13756-13757,2020-03-19,NC,Harnett,1
NO.13750-13755,2020-03-19,CA,San Luis Obispo,5
Death,2020-03-19,WI,Fond du Lac,1
Death,2020-03-19,WI,Ozaukee,1
NO.13747-13749,2020-03-19,NC,Durham,2
NO.13742-13746,2020-03-19,CA,Santa Barbara,4
NO.13739-13741,2020-03-19,NC,Wake,2
NO.13738,2020-03-19,VA,Botetourt,1
NO.13736-13737,2020-03-19,ND,Burleigh,1
NO.13735,2020-03-19,ND,Ward,1
NO.13727-13734,2020-03-19,HI,Honolulu,7
NO.13726,2020-03-19,VA,Gloucester,1
NO.13725,2020-03-19,ND,Morton,1
NO.13723-13724,2020-03-19,HI,Maui,1
NO.13719-13722,2020-03-19,MO,Kansas City,3
NO.13718,2020-03-19,MO,Jackson,1
NO.13717,2020-03-19,MO,Cole,1
NO.13715-13716,2020-03-19,MO,Boone,1
NO.13714,2020-03-19,VA,Portsmouth City,1
NO.13713,2020-03-19,NC,Union,1
NO.13712,2020-03-19,NC,Pasquotank,1
NO.13701-13711,2020-03-19,CA,Orange,10
NO.13699-13700,2020-03-19,NC,Cumberland,1
NO.13696-13698,2020-03-19,CA,Kern,2
Death,2020-03-19,VT,Windsor,1
Death,2020-03-19,VT,Chittenden,1
NO.13695,2020-03-19,FL,Sumter,1
NO.13694,2020-03-19,FL,Sarasota,1
NO.13692-13693,2020-03-19,FL,Polk,1
NO.13690-13691,2020-03-19,FL,Pinellas,1
NO.13689,2020-03-19,FL,Pasco,1
NO.13685-13688,2020-03-19,FL,Osceola,3
NO.13681-13684,2020-03-19,FL,Orange,3
NO.13680,2020-03-19,FL,Okaloosa,1
NO.13679,2020-03-19,FL,Martin,1
Death,2020-03-19,KY,Jefferson,1
NO.13678,2020-03-19,FL,Lake,1
NO.13677,2020-03-19,FL,Jackson,1
NO.13676,2020-03-19,FL,Indian River,1
NO.13675,2020-03-19,FL,Hillsborough,1
NO.13674,2020-03-19,WI,St. Croix,1
NO.13670-13673,2020-03-19,FL,Hernando,3
NO.13655-13669,2020-03-19,FL,Miami-Dade,14
NO.13654,2020-03-19,CO,Crowley,1
NO.13653,2020-03-19,TX,Collin,1
NO.13652,2020-03-19,FL,Brevard,1
NO.13651,2020-03-19,FL,Alachua,1
NO.13650,2020-03-19,GA,Dougherty,1
NO.13646-13649,2020-03-19,CA,Alameda,3
NO.13645,2020-03-19,NC,Guilford,1
NO.13639-13644,2020-03-19,CA,Riverside,5
NO.13635-13638,2020-03-19,GA,Unassigned,3
NO.13633-13634,2020-03-19,CA,Monterey,1
NO.13630-13632,2020-03-19,CT,Tolland,2
NO.13617-13629,2020-03-19,CT,New Haven,12
NO.13615-13616,2020-03-19,CT,Middlesex,1
NO.13613-13614,2020-03-19,CT,Litchfield,1
NO.13606-13612,2020-03-19,CT,Hartford,6
NO.13573-13605,2020-03-19,CT,Fairfield,32
NO.13572,2020-03-19,WI,Dunn,1
NO.13571,2020-03-19,IN,Vigo,1
NO.13440-13570,2020-03-19,WA,King,130
NO.13439,2020-03-19,NJ,Cape May,1
NO.13437-13438,2020-03-19,NJ,Sussex,1
NO.13435-13436,2020-03-19,NJ,Warren,1
NO.13433-13434,2020-03-19,NJ,Hunterdon,1
NO.13430-13432,2020-03-19,NJ,Camden,2
NO.13426-13429,2020-03-19,NJ,Burlington,3
NO.13421-13425,2020-03-19,NJ,Mercer,4
NO.13416-13420,2020-03-19,NJ,Somerset,4
NO.13409-13415,2020-03-19,NJ,Morris,6
NO.13406-13408,2020-03-19,NJ,Union,2
NO.13381-13405,2020-03-19,NJ,Ocean,24
Death,2020-03-19,NY,Nassau,1
NO.13361-13380,2020-03-19,NJ,Passaic,19
NO.13350-13360,2020-03-19,NJ,Monmouth,10
NO.13335-13349,2020-03-19,NJ,Hudson,14
NO.13334,2020-03-19,NC,Guilford,1
NO.13316-13333,2020-03-19,NJ,Essex,17
NO.13292-13315,2020-03-19,NJ,Middlesex,23
NO.13211-13291,2020-03-19,NJ,Bergen,80
NO.13209-13210,2020-03-19,DE,Sussex,1
NO.13206-13208,2020-03-19,DE,Kent,2
NO.13200-13205,2020-03-19,DE,New Castle,5
NO.13199,2020-03-19,UT,Wasatch,1
NO.13198,2020-03-19,UT,Utah,1
NO.13194-13197,2020-03-19,UT,Summit,3
NO.13193,2020-03-19,IA,Muscatine,1
NO.13179-13192,2020-03-19,CA,Santa Clara,13
NO.13173-13178,2020-03-19,UT,Salt Lake,5
NO.13172,2020-03-19,TX,Collin,1
NO.13171,2020-03-19,TX,Collin,1
NO.13170,2020-03-19,CO,Pueblo,1
NO.13169,2020-03-19,TX,Collin,1
NO.13167-13168,2020-03-19,UT,Cache,1
NO.13166,2020-03-19,IL,Washington,1
NO.13147-13165,2020-03-19,WA,Pierce,18
NO.13146,2020-03-19,TX,Collin,1
NO.13145,2020-03-19,IL,LaSalle,1
NO.13144,2020-03-19,IL,Kankakee,1
NO.13143,2020-03-19,IL,Woodford,1
NO.13142,2020-03-19,IL,Will,1
Death,2020-03-19,CO,El Paso,1
NO.13138-13141,2020-03-19,AL,Madison,3
NO.13137,2020-03-19,AL,Montgomery,1
NO.13136,2020-03-19,AL,Shelby,1
NO.13133-13135,2020-03-19,AL,Jefferson,2
NO.13132,2020-03-19,TX,Denton,1
NO.13131,2020-03-19,TX,Denton,1
Death,2020-03-19,WA,Island,1
NO.13130,2020-03-19,IL,Sangamon,1
NO.13129,2020-03-19,TX,Denton,1
NO.13128,2020-03-19,SC,Saluda,1
NO.13127,2020-03-19,WA,Island,1
NO.13126,2020-03-19,TX,Denton,1
NO.13122-13125,2020-03-19,SC,Richland,3
Death,2020-03-19,NY,New York,1
NO.13120-13121,2020-03-19,IL,McHenry,1
NO.13119,2020-03-19,TX,Bell,1
NO.13118,2020-03-19,SC,Lancaster,1
NO.13114-13117,2020-03-19,SC,Kershaw,3
NO.13111-13113,2020-03-19,TX,El Paso,2
NO.13092-13110,2020-03-19,IL,Lake,18
NO.13091,2020-03-19,SC,Horry,1
NO.13087-13090,2020-03-19,SC,Greenville,3
Death,2020-03-19,WA,Snohomish,1
NO.13085-13086,2020-03-19,IL,Kane,1
NO.13076-13084,2020-03-19,IL,DuPage,8
NO.12976-13075,2020-03-19,IL,Cook,99
NO.12938-12975,2020-03-19,WA,Snohomish,37
NO.12937,2020-03-19,SC,Beaufort,1
NO.12936,2020-03-19,SC,Anderson,1
NO.12935,2020-03-19,AZ,Coconino,1
NO.12934,2020-03-19,NH,Grafton,1
NO.12931-12933,2020-03-19,NC,Forsyth,2
NO.12930,2020-03-19,VA,Albemarle,1
Death,2020-03-19,LA,Orleans,1
NO.12928-12929,2020-03-19,VA,Charlottesville,1
NO.12927,2020-03-19,MO,Pulaski,1
NO.12926,2020-03-19,TX,Tarrant,1
NO.12925,2020-03-19,TX,Tarrant,1
NO.12924,2020-03-19,TX,Tarrant,1
NO.12917-12923,2020-03-19,WI,Waukesha,6
NO.12916,2020-03-19,TX,Tarrant,1
NO.12915,2020-03-19,TX,Tarrant,1
NO.12854-12914,2020-03-19,NY,Suffolk,60
NO.12853,2020-03-19,WI,Walworth,1
NO.12851-12852,2020-03-19,TX,Tarrant,1
NO.12850,2020-03-19,TX,Tarrant,1
NO.12849,2020-03-19,TX,Tarrant,1
NO.12848,2020-03-19,IN,Allen,1
NO.12847,2020-03-19,TX,Crane,1
NO.12846,2020-03-19,TX,Tarrant,1
NO.12836-12845,2020-03-19,PA,Philadelphia,9
NO.12835,2020-03-19,MA,Hampshire,1
NO.12831-12834,2020-03-19,WI,Columbia,3
NO.12769-12830,2020-03-19,MI,Wayne,61
NO.12765-12768,2020-03-19,MA,Worcester,3
NO.12763-12764,2020-03-19,WI,Sheboygan,1
NO.12761-12762,2020-03-19,MI,St. Clair,1
NO.12760,2020-03-19,MI,Monroe,1
NO.12739-12759,2020-03-19,MA,Suffolk,20
NO.12738,2020-03-19,MI,Midland,1
NO.12704-12737,2020-03-19,MI,Wayne,33
NO.12697-12703,2020-03-19,MA,Norfolk,6
NO.12696,2020-03-19,TX,Harris,1
NO.12695,2020-03-19,MI,Livingston,1
NO.12694,2020-03-19,MS,Lafayette,1
NO.12686-12693,2020-03-19,PA,Montgomery,7
NO.12684-12685,2020-03-19,CA,Tulare,1
NO.12682-12683,2020-03-19,MI,Kent,1
NO.12681,2020-03-19,WI,Sauk,1
NO.12662-12680,2020-03-19,MA,Middlesex,18
NO.12661,2020-03-19,CT,Windham,1
NO.12660,2020-03-19,SC,Abbeville,1
NO.12658-12659,2020-03-19,SC,Charleston,1
NO.12657,2020-03-19,AL,Mobile,1
NO.12656,2020-03-19,MI,Ingham,1
NO.12655,2020-03-19,MA,Hampden,1
NO.10040-12654,2020-03-19,NY,New York,2614
NO.10035-10039,2020-03-19,AR,Pulaski,4
NO.10033-10034,2020-03-19,WI,Racine,1
NO.10028-10032,2020-03-19,MA,Essex,4
NO.10026-10027,2020-03-19,MI,Eaton,1
NO.10024-10025,2020-03-19,WI,Ozaukee,1
NO.10023,2020-03-19,MA,Bristol,1
NO.10022,2020-03-19,MI,Clinton,1
NO.10021,2020-03-19,TN,Cumberland,1
NO.10015-10020,2020-03-19,TN,Williamson,5
NO.10014,2020-03-19,MA,Berkshire,1
NO.9997-10013,2020-03-19,TN,Davidson,16
Death,2020-03-19,IL,Will,1
Death,2020-03-19,IL,Sangamon,1
NO.9994-9996,2020-03-19,MA,Barnstable,2
Death,2020-03-19,IL,Cook,1
NO.9993,2020-03-19,WI,Fond du Lac,1
NO.9954-9992,2020-03-19,CA,Los Angeles,38
NO.9950-9953,2020-03-19,WI,Dane,3
NO.9941-9949,2020-03-19,MA,Unassigned,8
NO.9940,2020-03-19,WI,La Crosse,1
NO.9905-9939,2020-03-19,MI,Macomb,34
NO.9902-9904,2020-03-19,NV,Unassigned,2
NO.9900-9901,2020-03-19,NM,Santa Fe,1
NO.9899,2020-03-19,NM,San Miguel,1
NO.9898,2020-03-19,CA,Mendocino,1
NO.9894-9897,2020-03-19,NM,Bernalillo,3
NO.9893,2020-03-19,CA,Santa Cruz,1
NO.9888-9892,2020-03-19,CA,Sacramento,4
NO.9885-9887,2020-03-19,MO,St. Louis,2
NO.9884,2020-03-19,TX,Dallas,1
NO.9869-9883,2020-03-19,WI,Milwaukee,14
NO.9867-9868,2020-03-19,MO,Greene,1
NO.9866,2020-03-19,TX,Dallas,1
NO.9865,2020-03-19,TX,Dallas,1
NO.9862-9864,2020-03-19,TX,Dallas,2
NO.9858-9861,2020-03-19,KS,Wyandotte,3
NO.9856-9857,2020-03-19,TX,Dallas,1
NO.9854-9855,2020-03-19,TX,Dallas,1
NO.9852-9853,2020-03-19,TX,Dallas,1
NO.9851,2020-03-19,NY,Onondaga,1
NO.9849-9850,2020-03-19,TX,Dallas,1
NO.9843-9848,2020-03-19,TX,Dallas,5
NO.9839-9842,2020-03-19,TX,Williamson,3
NO.9837-9838,2020-03-19,KS,Morris,1
NO.9834-9836,2020-03-19,NY,Putnam,2
NO.9830-9833,2020-03-19,KS,Johnson,3
NO.9819-9829,2020-03-19,MI,Oakland,10
NO.9817-9818,2020-03-19,OR,Washington,1
NO.9816,2020-03-19,OH,Richland,1
NO.9815,2020-03-19,OH,Miami,1
NO.9811-9814,2020-03-19,OR,Multnomah,3
NO.9806-9810,2020-03-19,OR,Marion,4
NO.9804-9805,2020-03-19,OR,Linn,1
NO.9803,2020-03-19,OH,Clark,1
NO.9802,2020-03-19,OH,Delaware,1
NO.9800-9801,2020-03-19,OH,Mahoning,1
NO.9798-9799,2020-03-19,OH,Stark,1
NO.9797,2020-03-19,OH,Medina,1
NO.9795-9796,2020-03-19,OH,Summit,1
NO.9792-9794,2020-03-19,OH,Franklin,2
NO.9786-9791,2020-03-19,RI,Newport,5
NO.9785,2020-03-19,OH,Hamilton,1
NO.9770-9784,2020-03-19,OH,Cuyahoga,14
NO.9769,2020-03-19,OK,Washington,1
NO.9768,2020-03-19,OK,Tulsa,1
NO.9764-9767,2020-03-19,OK,Oklahoma,3
NO.9760-9763,2020-03-19,CA,San Diego,3
NO.9759,2020-03-19,OK,McClain,1
NO.9758,2020-03-19,OK,Logan,1
NO.9757,2020-03-19,OK,Grady,1
NO.9756,2020-03-19,OK,Custer,1
NO.9754-9755,2020-03-19,CA,Los Angeles,1
NO.9745-9753,2020-03-19,CA,San Mateo,8
NO.9744,2020-03-19,WI,Bayfield,1
NO.9737-9743,2020-03-19,VA,Prince William,6
NO.9732-9736,2020-03-19,OK,Cleveland,4
NO.9731,2020-03-19,VA,James City,1
NO.9730,2020-03-19,VA,Henrico,1
NO.9729,2020-03-19,KY,Henderson,1
NO.9727-9728,2020-03-19,VA,Fairfax,1
NO.9726,2020-03-19,KY,Daviess,1
NO.9725,2020-03-19,VA,Chesterfield,1
NO.9722-9724,2020-03-19,VA,Arlington,2
NO.9721,2020-03-19,TX,Brazos,1
NO.9720,2020-03-19,VA,Alexandria,1
NO.9718-9719,2020-03-19,PA,Westmoreland,1
NO.9717,2020-03-19,PA,Washington,1
NO.9716,2020-03-19,PA,Pike,1
NO.9697-9715,2020-03-19,CA,San Francisco,18
NO.9696,2020-03-19,NC,Craven,1
NO.9692-9695,2020-03-19,PA,Northampton,3
NO.9687-9691,2020-03-19,PA,Montgomery,4
NO.9686,2020-03-19,GA,Muscogee,1
NO.9685,2020-03-19,GA,Peach,1
NO.9684,2020-03-19,GA,Bibb,1
NO.9677-9683,2020-03-19,PA,Monroe,6
NO.9676,2020-03-19,KS,Linn,1
NO.9675,2020-03-19,GA,Richmond,1
NO.9673-9674,2020-03-19,GA,Laurens,1
NO.9671-9672,2020-03-19,GA,Glynn,1
NO.9670,2020-03-19,GA,Early,1
NO.9669,2020-03-19,PA,Lebanon,1
NO.9668,2020-03-19,GA,Henry,1
NO.9667,2020-03-19,GA,Forsyth,1
NO.9666,2020-03-19,PA,Lancaster,1
NO.9665,2020-03-19,GA,Lee,1
NO.9663-9664,2020-03-19,GA,Hall,1
NO.9662,2020-03-19,PA,Lackawanna,1
NO.9661,2020-03-19,GA,Lowndes,1
NO.9659-9660,2020-03-19,ME,Kennebec,1
NO.9656-9658,2020-03-19,GA,Clarke,2
NO.9654-9655,2020-03-19,MN,Anoka,1
NO.9653,2020-03-19,PA,Cumberland,1
NO.9652,2020-03-19,ME,Cumberland,1
NO.9651,2020-03-19,GA,Fayette,1
NO.9650,2020-03-19,ME,Cumberland,1
NO.9649,2020-03-19,MN,Scott,1
NO.9644-9648,2020-03-19,GA,Gwinnett,4
NO.9643,2020-03-19,MN,Rice,1
NO.9642,2020-03-19,PA,Chester,1
NO.9629-9641,2020-03-19,GA,Dougherty,12
NO.9625-9628,2020-03-19,GA,Cherokee,3
NO.9624,2020-03-19,MN,Mower,1
NO.9620-9623,2020-03-19,GA,DeKalb,3
NO.9613-9619,2020-03-19,GA,Bartow,6
NO.9604-9612,2020-03-19,GA,Cobb,8
NO.9603,2020-03-19,MN,Martin,1
NO.9586-9602,2020-03-19,GA,Fulton,16
NO.9585,2020-03-19,MN,Carver,1
NO.9584,2020-03-19,TX,Harris,1
NO.9580-9583,2020-03-19,MN,Hennepin,3
NO.9578-9579,2020-03-19,AZ,Pinal,1
NO.9577,2020-03-19,ND,Morton,1
NO.9570-9576,2020-03-19,ND,Burleigh,6
NO.9568-9569,2020-03-19,AZ,Pima,1
NO.9559-9567,2020-03-19,AZ,Maricopa,8
NO.9481-9558,2020-03-19,NJ,Unassigned,77
NO.9479-9480,2020-03-19,LA,West Baton Rouge,1
NO.9478,2020-03-19,LA,Plaquemines,1
NO.9477,2020-03-19,LA,Washington,1
NO.9475-9476,2020-03-19,LA,St. John the Baptist,1
NO.9472-9474,2020-03-19,LA,Lafayette,2
NO.9468-9471,2020-03-19,LA,Unassigned,3
NO.9465-9467,2020-03-19,LA,Bossier,2
NO.9464,2020-03-19,LA,Ascension,1
NO.9463,2020-03-19,LA,Terrebonne,1
NO.9462,2020-03-19,LA,St. Charles,1
NO.9461,2020-03-19,LA,St. Bernard,1
NO.9460,2020-03-19,LA,Lafourche,1
NO.9457-9459,2020-03-19,LA,East Baton Rouge,2
NO.9453-9456,2020-03-19,LA,Caddo,3
NO.9450-9452,2020-03-19,NY,Niagara,2
NO.9426-9449,2020-03-19,LA,Jefferson,23
NO.9423-9425,2020-03-19,NY,Monroe,2
NO.9370-9422,2020-03-19,LA,Orleans,52
NO.9369,2020-03-19,KS,Jackson,1
NO.9362-9368,2020-03-19,MI,Washtenaw,6
NO.9361,2020-03-19,NC,Davidson,1
NO.9360,2020-03-19,KS,Cherokee,1
NO.9359,2020-03-19,NY,Wyoming,1
NO.9354-9358,2020-03-19,NY,Monroe,4
NO.9353,2020-03-19,NY,Erie,1
NO.9342-9352,2020-03-19,NY,Dutchess,10
NO.9335-9341,2020-03-19,NY,Albany,6
NO.9326-9334,2020-03-19,FL,Miami-Dade,8
NO.9307-9325,2020-03-19,NY,Orange,18
NO.9281-9306,2020-03-19,NY,Suffolk,25
NO.9280,2020-03-19,FL,Seminole,1
NO.9279,2020-03-19,FL,Sarasota,1
NO.9257-9278,2020-03-19,NY,Rockland,21
NO.9256,2020-03-19,FL,Santa Rosa,1
NO.9254-9255,2020-03-19,FL,Pinellas,1
NO.9160-9253,2020-03-19,NY,Nassau,93
NO.9159,2020-03-19,FL,Pasco,1
NO.9151-9158,2020-03-19,FL,Palm Beach,7
NO.8891-9150,2020-03-19,NY,Westchester,259
NO.8890,2020-03-19,FL,Osceola,1
NO.8886-8889,2020-03-19,FL,Orange,3
NO.8885,2020-03-19,FL,Duval,1
NO.8884,2020-03-19,MD,Calvert,1
NO.8883,2020-03-19,MD,Carroll,1
NO.8880-8882,2020-03-19,FL,Alachua,2
NO.8876-8879,2020-03-19,MD,Baltimore City,3
NO.8874-8875,2020-03-19,MD,Baltimore,1
NO.8873,2020-03-19,FL,Manatee,1
NO.8865-8872,2020-03-19,MD,Howard,7
NO.8862-8864,2020-03-19,MD,Prince George's,2
NO.8860-8861,2020-03-19,MD,Montgomery,1
NO.8843-8859,2020-03-19,NC,Mecklenburg,16
NO.8842,2020-03-19,USVI,Unassigned,1
NO.8837-8841,2020-03-19,FL,Hillsborough,4
NO.8832-8836,2020-03-19,FL,Collier,4
NO.8829-8831,2020-03-19,FL,Leon,2
NO.8813-8828,2020-03-19,FL,Broward,15
NO.8807-8812,2020-03-19,PA,Allegheny,5
NO.8806,2020-03-19,MS,Yazoo,1
NO.8805,2020-03-19,MS,Winston,1
NO.8804,2020-03-19,MS,Wilkinson,1
NO.8803,2020-03-19,MS,Walthall,1
NO.8802,2020-03-19,MS,Smith,1
NO.8799-8801,2020-03-19,MS,Pearl River,2
NO.8798,2020-03-19,MS,Jones,1
NO.8797,2020-03-19,AL,Walker,1
NO.8796,2020-03-19,AL,Talladega,1
NO.8795,2020-03-19,AL,Tuscaloosa,1
NO.8794,2020-03-19,MS,Jackson,1
NO.8790-8793,2020-03-19,AL,Shelby,3
NO.8789,2020-03-19,MS,Holmes,1
NO.8783-8788,2020-03-19,AL,Jefferson,5
NO.8780-8782,2020-03-19,MS,Harrison,2
NO.8778-8779,2020-03-19,AL,Lee,1
NO.8777,2020-03-19,AL,Elmore,1
NO.8776,2020-03-19,MS,Forrest,1
NO.8775,2020-03-19,MS,Desoto,1
NO.8774,2020-03-19,WI,Eau Claire,1
NO.8757-8773,2020-03-19,MI,Oakland,16
NO.8756,2020-03-19,MD,Anne Arundel,1
NO.8754-8755,2020-03-19,AZ,Maricopa,1
NO.8749-8753,2020-03-19,NC,Durham,4
Death,2020-03-19,CT,Fairfield,1
NO.8748,2020-03-19,NC,Rowan,1
NO.8747,2020-03-19,IN,Owen,1
NO.8746,2020-03-19,IN,Wayne,1
NO.8745,2020-03-19,IN,Madison,1
NO.8743-8744,2020-03-19,IN,St. Joseph,1
NO.8742,2020-03-19,IN,Lake,1
NO.8739-8741,2020-03-19,IN,Howard,2
NO.8731-8738,2020-03-19,IN,Marion,7
NO.8730,2020-03-19,NC,Pitt,1
NO.8726-8729,2020-03-19,GU,Guam,3
Death,2020-03-19,OK,Tulsa,1
NO.8724-8725,2020-03-19,MO,Christian,1
Death,2020-03-19,MI,Wayne,1
Death,2020-03-19,MI,Wayne,1
NO.8719-8723,2020-03-19,IL,Will,4
NO.8718,2020-03-19,WI,La Crosse,1
NO.8708-8717,2020-03-19,MI,Macomb,9
NO.8690-8707,2020-03-19,MI,Oakland,17
NO.8689,2020-03-19,CA,Ventura,1
NO.8687-8688,2020-03-19,CA,Contra Costa,1
NO.8683-8686,2020-03-19,RI,Kent,3
NO.8679-8682,2020-03-19,RI,Bristol,3
NO.8671-8678,2020-03-19,RI,Providence,7
NO.7976-8670,2020-03-18,NY,New York,694
NO.7972-7975,2020-03-18,AR,Garland,3
NO.7969-7971,2020-03-18,AR,Washington,2
NO.7955-7968,2020-03-18,AR,Cleburne,13
NO.7954,2020-03-18,AR,Faulkner,1
NO.7953,2020-03-18,AR,Bradley,1
NO.7952,2020-03-18,TX,Lubbock,1
Death,2020-03-18,GA,Dougherty,1
Death,2020-03-18,CA,San Joaquin,1
NO.7951,2020-03-18,NC,Cherokee,1
NO.7950,2020-03-18,GA,Rockdale,1
NO.7949,2020-03-18,GA,Turner,1
NO.7948,2020-03-18,GA,Oconee,1
NO.7947,2020-03-18,GA,Chatham,1
NO.7946,2020-03-18,GA,Columbia,1
NO.7945,2020-03-18,PR,Puerto Rico,1
NO.7944,2020-03-18,TX,Randall,1
NO.7943,2020-03-18,TX,Harris,1
NO.7942,2020-03-18,TX,Harris,1
NO.7941,2020-03-18,TX,Harris,1
NO.7940,2020-03-18,TX,Harris,1
NO.7939,2020-03-18,TX,Hockley,1
NO.7938,2020-03-18,TX,McLennan,1
NO.7937,2020-03-18,WA,Franklin,1
NO.7933-7936,2020-03-18,WA,Spokane,3
NO.7929-7932,2020-03-18,WA,Skagit,3
NO.7928,2020-03-18,WA,Klickitat,1
NO.7925-7927,2020-03-18,WA,Kitsap,2
NO.7921-7924,2020-03-18,TX,Bexar,3
NO.7918-7920,2020-03-18,MI,Wayne,2
NO.7917,2020-03-18,MS,Madison,1
NO.7914-7916,2020-03-18,GU,Guam,2
NO.7913,2020-03-18,OK,Canadian,1
NO.7911-7912,2020-03-18,OK,Cleveland,1
NO.7910,2020-03-18,OK,Tulsa,1
NO.7909,2020-03-18,LA,St. Bernard,1
NO.7908,2020-03-18,LA,East Baton Rouge,1
NO.7907,2020-03-18,LA,Caddo,1
NO.7905-7906,2020-03-18,LA,St. Tammany,1
NO.7896-7904,2020-03-18,LA,Orleans,8
NO.7891-7895,2020-03-18,LA,Jefferson,4
NO.7890,2020-03-18,CA,Placer,1
Death,2020-03-18,Grand Princess,Grand Princess,1
NO.7889,2020-03-18,CA,Santa Barbara,1
NO.7888,2020-03-18,FL,Polk,1
NO.7884-7887,2020-03-18,CA,Alameda,3
NO.7882-7883,2020-03-18,FL,Pinellas,1
NO.7881,2020-03-18,WI,Calumet,1
NO.7880,2020-03-18,WI,Ozaukee,1
NO.7879,2020-03-18,WI,Brown,1
NO.7878,2020-03-18,FL,Palm Beach,1
NO.7877,2020-03-18,FL,Palm Beach,1
NO.7876,2020-03-18,VT,Washington,1
NO.7873-7875,2020-03-18,NY,Monroe,2
NO.7872,2020-03-18,FL,Miami-Dade,1
NO.7871,2020-03-18,PA,Bucks,1
NO.7870,2020-03-18,PA,Bucks,1
NO.7869,2020-03-18,PA,Bucks,1
NO.7868,2020-03-18,AZ,Navajo,1
NO.7867,2020-03-18,AZ,Coconino,1
NO.7866,2020-03-18,CA,Fresno,1
NO.7859-7865,2020-03-18,NY,Erie,6
NO.7858,2020-03-18,NY,Schoharie,1
NO.7857,2020-03-18,WY,Teton,1
NO.7854-7856,2020-03-18,CA,Ventura,2
NO.7853,2020-03-18,TX,Van Zandt,1
NO.7852,2020-03-18,NC,Iredell,1
NO.7825-7851,2020-03-18,NV,Clark,26
NO.7811-7824,2020-03-18,TX,Bexar,13
NO.7810,2020-03-18,LA,St. James,1
NO.7809,2020-03-18,TX,Collin,1
NO.7808,2020-03-18,TX,Collin,1
NO.7807,2020-03-18,TX,Harris,1
NO.7806,2020-03-18,ID,Twin Falls,1
NO.7805,2020-03-18,ID,Blaine,1
NO.7804,2020-03-18,FL,Orange,1
NO.7796-7803,2020-03-18,DC,District of Columbia,7
NO.7795,2020-03-18,NV,Washoe,1
NO.7794,2020-03-18,CT,Tolland,1
NO.7793,2020-03-18,NV,Washoe,1
NO.7792,2020-03-18,MO,Scott,1
Death,2020-03-18,GA,Fayette,1
NO.7791,2020-03-18,UT,Salt Lake,1
NO.7790,2020-03-18,IL,Williamson,1
NO.7789,2020-03-18,IL,Jackson,1
NO.7753-7788,2020-03-18,NY,Suffolk,35
NO.7751-7752,2020-03-18,CA,San Bernardino,1
NO.7750,2020-03-18,TX,Brazoria,1
NO.7749,2020-03-18,NC,Harnett,1
NO.7748,2020-03-18,CA,Tulare,1
NO.7747,2020-03-18,FL,Lee,1
NO.7734-7746,2020-03-18,CA,Orange,12
NO.7733,2020-03-18,MO,St. Louis,1
NO.7713-7732,2020-03-18,CA,San Diego,19
NO.7712,2020-03-18,NE,Adams,1
NO.7709-7711,2020-03-18,NE,Douglas,2
NO.7708,2020-03-18,NE,Douglas,1
NO.7707,2020-03-18,FL,Hillsborough,1
NO.7706,2020-03-18,DC,District of Columbia,1
NO.7704-7705,2020-03-18,AK,Anchorage,1
Death,2020-03-18,MD,Prince George's,1
NO.7703,2020-03-18,TX,Randall,1
NO.7702,2020-03-18,AK,Seward,1
NO.7701,2020-03-18,WV,Mercer,1
NO.7700,2020-03-18,MO,St. Charles,1
NO.7699,2020-03-18,FL,Duval,1
NO.7698,2020-03-18,FL,Broward,1
NO.7696-7697,2020-03-18,TX,Bell,1
NO.7695,2020-03-18,WA,Benton,1
NO.7694,2020-03-18,KY,Kenton,1
NO.7693,2020-03-18,WY,Laramie,1
NO.7692,2020-03-18,ND,Morton,1
NO.7691,2020-03-18,VA,Norfolk,1
