Case,Date,State,County,Case Count
NO.2119-2129,2020-03-13,MA,Middlesex,10
NO.2118,2020-03-13,KY,Montgomery,1
NO.2117,2020-03-13,NY,Broome,1
NO.2116,2020-03-13,KY,Harrison,1
NO.2115,2020-03-13,ID,Ada,1
NO.2114,2020-03-13,NY,Schenectady,1
NO.2113,2020-03-13,NY,Ulster,1
NO.2111-2112,2020-03-13,NY,Rockland,1
NO.2109-2110,2020-03-13,NY,Orange,1
NO.2099-2108,2020-03-13,NY,Nassau,9
NO.2097-2098,2020-03-13,NY,Dutchess,1
NO.2096,2020-03-13,IL,Lake,1
NO.2083-2095,2020-03-13,IL,Cook,12
NO.2082,2020-03-13,OH,Summit,1
NO.2079-2081,2020-03-13,CA,Orange,2
NO.2078,2020-03-13,OH,Butler,1
NO.2077,2020-03-13,OH,Stark,1
NO.2076,2020-03-13,SC,Kershaw,1
NO.2074-2075,2020-03-13,WA,Yakima,1
NO.2049-2073,2020-03-13,WA,Snohomish,24
NO.2048,2020-03-13,WA,Skagit,1
NO.2045-2047,2020-03-13,WI,Sheboygan,2
NO.2044,2020-03-13,WI,Racine,1
NO.2042-2043,2020-03-13,WA,Pierce,1
NO.2040-2041,2020-03-13,WI,Milwaukee,1
NO.2039,2020-03-13,WA,Kitsap,1
NO.1981-2038,2020-03-13,WA,King,57
NO.1980,2020-03-13,WA,Columbia,1
NO.1977-1979,2020-03-13,PA,Cumberland,2
NO.1976,2020-03-13,VA,Loudoun,1
NO.1975,2020-03-13,PA,Washington,1
NO.1974,2020-03-13,PA,Montgomery,1
NO.1972-1973,2020-03-13,PA,Delaware,1
NO.1971,2020-03-13,PA,Bucks,1
NO.1968-1970,2020-03-13,LA,Orleans,2
Death,2020-03-13,CO,El Paso,1
NO.1965-1967,2020-03-13,TX,Fort Bend,2
NO.1964,2020-03-13,CT,Fairfield,1
NO.1963,2020-03-13,CT,Litchfield,1
NO.1961-1962,2020-03-13,WA,Clark,1
NO.1960,2020-03-13,TX,Tarrant,1
NO.1959,2020-03-13,MS,Leflore,1
NO.1954-1958,2020-03-13,CA,San Joaquin,4
NO.1953,2020-03-13,CO,Routt,1
NO.1952,2020-03-13,NV,Clark,1
NO.1951,2020-03-13,NV,Clark,1
NO.1950,2020-03-13,NV,Clark,1
NO.1949,2020-03-13,NV,Clark,1
NO.1948,2020-03-13,NV,Clark,1
NO.1947,2020-03-13,NV,Clark,1
NO.1946,2020-03-13,NJ,Passaic,1
NO.1944-1945,2020-03-13,NJ,Hudson,1
NO.1943,2020-03-13,CO,Pueblo,1
NO.1941-1942,2020-03-13,NJ,Bergen,1
NO.1939-1940,2020-03-13,NJ,Morris,1
NO.1938,2020-03-13,NJ,Burlington,1
NO.1936-1937,2020-03-13,CO,Weld,1
NO.1935,2020-03-13,NJ,Mercer,1
NO.1933-1934,2020-03-13,CO,Jefferson,1
NO.1932,2020-03-13,NJ,Ocean,1
NO.1931,2020-03-13,CO,El Paso,1
NO.1923-1930,2020-03-13,CA,Los Angeles,7
NO.1921-1922,2020-03-13,NJ,Essex,1
NO.1916-1920,2020-03-13,CO,Eagle,4
NO.1913-1915,2020-03-13,CO,Denver,2
NO.1910-1912,2020-03-13,NJ,Monmouth,2
NO.1908-1909,2020-03-13,CO,Arapahoe,1
NO.1907,2020-03-13,CO,Adams,1
NO.1906,2020-03-13,MI,Wayne,1
NO.1905,2020-03-13,MI,Wayne,1
NO.1904,2020-03-13,MI,Wayne,1
NO.1903,2020-03-13,MD,Carroll,1
NO.1902,2020-03-13,MI,Washtenaw,1
NO.1889-1901,2020-03-13,CA,Santa Clara,12
NO.1888,2020-03-13,TN,Williamson,1
NO.1887,2020-03-13,TN,Rutherford,1
NO.1886,2020-03-13,TN,Jefferson,1
NO.1882-1885,2020-03-13,WI,Fond du Lac,3
NO.1881,2020-03-13,TN,Hamilton,1
NO.1877-1880,2020-03-13,TN,Davidson,3
NO.1876,2020-03-13,CT,Fairfield,1
NO.1875,2020-03-13,WI,Dane,1
NO.1873-1874,2020-03-13,NJ,Middlesex,1
NO.1866-1872,2020-03-13,NY,Suffolk,6
NO.1856-1865,2020-03-13,NY,Westchester,9
NO.1799-1855,2020-03-13,NY,New York,56
NO.1798,2020-03-13,PA,Chester,1
NO.1790-1797,2020-03-13,CA,Contra Costa,7
NO.1789,2020-03-13,TX,Collin,1
NO.1784-1788,2020-03-13,CA,San Francisco,4
NO.1775-1783,2020-03-13,RI,Providence,8
NO.1774,2020-03-13,MN,Wright,1
NO.1773,2020-03-13,NM,Santa Fe,1
NO.1770-1772,2020-03-13,NM,Bernalillo,2
NO.1769,2020-03-13,MN,Ramsey,1
NO.1765-1768,2020-03-13,CO,Arapahoe,3
NO.1764,2020-03-13,MS,Forrest,1
NO.1763,2020-03-13,MS,Forrest,1
NO.1762,2020-03-13,SD,McCook,1
NO.1760-1761,2020-03-13,PA,Philadelphia,1
NO.1759,2020-03-13,PA,Monroe,1
NO.1758,2020-03-13,PA,Delaware,1
NO.1756-1757,2020-03-13,OH,Belmont,1
NO.1755,2020-03-13,MD,Baltimore,1
NO.1754,2020-03-13,MD,Anne Arundel,1
NO.1752-1753,2020-03-13,MD,Prince George's,1
NO.1751,2020-03-13,NJ,Hudson,1
NO.1750,2020-03-13,MD,Charles,1
NO.1749,2020-03-13,KS,Butler,1
NO.1748,2020-03-13,NE,Douglas,1
NO.1747,2020-03-13,NE,Douglas,1
NO.1744-1746,2020-03-13,TX,Smith,2
NO.1742-1743,2020-03-13,PA,Delaware,1
NO.1738-1741,2020-03-13,PA,Montgomery,3
NO.1737,2020-03-13,TX,Bexar,1
NO.1736,2020-03-13,AL,Montgomery,1
NO.1735,2020-03-13,ME,Lincoln,1
NO.1727-1734,2020-03-13,LA,Orleans,7
NO.1726,2020-03-13,LA,Terrebonne,1
NO.1725,2020-03-13,LA,St. Charles,1
NO.1724,2020-03-13,LA,Jefferson,1
NO.1722-1723,2020-03-13,LA,St. Tammany,1
NO.1721,2020-03-13,NY,Suffolk,1
NO.1720,2020-03-13,TX,Travis,1
NO.1719,2020-03-13,FL,Lee,1
NO.1718,2020-03-12,AR,Grant,1
NO.1717,2020-03-12,AR,Pulaski,1
NO.1716,2020-03-12,AR,Saline,1
NO.1715,2020-03-12,FL,St. Johns,1
NO.1714,2020-03-12,KY,Harrison,1
NO.1713,2020-03-12,NY,New York,1
NO.1709-1712,2020-03-12,CA,Alameda,3
NO.1708,2020-03-12,NJ,Middlesex,1
NO.1707,2020-03-12,NJ,Bergen,1
NO.1704-1706,2020-03-12,CA,Santa Cruz,2
NO.1702-1703,2020-03-12,CA,Los Angeles,1
NO.1696-1701,2020-03-12,OR,Linn,5
NO.1695,2020-03-12,GA,Coweta,1
NO.1694,2020-03-12,GA,Fulton,1
NO.1693,2020-03-12,GA,Floyd,1
NO.1692,2020-03-12,FL,Broward,1
NO.1691,2020-03-12,FL,Broward,1
NO.1690,2020-03-12,FL,Broward,1
NO.1689,2020-03-12,FL,Broward,1
NO.1688,2020-03-12,FL,Sarasota,1
NO.1687,2020-03-12,FL,Palm Beach,1
NO.1686,2020-03-12,FL,Palm Beach,1
NO.1681-1685,2020-03-12,TX,Dallas,4
NO.1679-1680,2020-03-12,GA,Fayette,1
NO.1677-1678,2020-03-12,GA,Gordon,1
NO.1676,2020-03-12,GA,DeKalb,1
NO.1675,2020-03-12,NE,Cass,1
NO.1674,2020-03-12,FL,Clay,1
NO.1673,2020-03-12,FL,Duval,1
NO.1672,2020-03-12,FL,Volusia,1
NO.1671,2020-03-12,FL,Hillsborough,1
NO.1670,2020-03-12,FL,Broward,1
NO.1669,2020-03-12,FL,Alachua,1
NO.1668,2020-03-12,NM,Santa Fe,1
NO.1666-1667,2020-03-12,CA,San Joaquin,1
NO.1664-1665,2020-03-12,MI,Washtenaw,1
NO.1663,2020-03-12,CA,San Diego,1
NO.1662,2020-03-12,CA,San Diego,1
NO.1661,2020-03-12,Grand Princess,San Diego,1
NO.1660,2020-03-12,MI,Montcalm,1
NO.1659,2020-03-12,CA,San Diego,1
NO.1658,2020-03-12,CA,San Diego,1
NO.1655-1657,2020-03-12,MI,Kent,2
NO.1654,2020-03-12,MI,Ingham,1
NO.1652-1653,2020-03-12,MI,Oakland,1
NO.1651,2020-03-12,AK,Anchorage,1
NO.1649-1650,2020-03-12,CA,Alameda,1
NO.1648,2020-03-12,WA,Skagit,1
NO.1647,2020-03-12,WA,Kittitas,1
NO.1645-1646,2020-03-12,WA,Island,1
NO.1644,2020-03-12,WA,Grays Harbor,1
NO.1643,2020-03-12,NJ,Middlesex,1
NO.1642,2020-03-12,KS,Wyandotte,1
NO.1628-1641,2020-03-12,CA,Santa Clara,13
NO.1627,2020-03-12,VA,Harrisonburg,1
NO.1623-1626,2020-03-12,CO,Eagle,3
NO.1622,2020-03-12,NV,Carson City,1
NO.1621,2020-03-12,NC,Onslow,1
NO.1620,2020-03-12,NC,Wake,1
NO.1619,2020-03-12,TX,Collin,1
NO.1618,2020-03-12,IA,Carroll,1
NO.1617,2020-03-12,IA,Johnson,1
NO.1616,2020-03-12,MO,Greene,1
NO.1609-1615,2020-03-12,CA,Contra Costa,6
NO.1608,2020-03-12,OR,Clackamas,1
NO.1606-1607,2020-03-12,OR,Washington,1
NO.1605,2020-03-12,IL,McHenry,1
NO.1602-1604,2020-03-12,IL,Cook,2
NO.1601,2020-03-12,IL,Kane,1
NO.1600,2020-03-12,IL,Cook,1
NO.1599,2020-03-12,IL,Cook,1
NO.1598,2020-03-12,MI,St. Clair,1
NO.1597,2020-03-12,LA,Jefferson,1
NO.1593-1596,2020-03-12,LA,Orleans,3
NO.1587-1592,2020-03-12,CA,Sacramento,5
NO.1586,2020-03-12,TX,Montgomery,1
NO.1585,2020-03-12,KY,Fayette,1
NO.1584,2020-03-12,TX,Montgomery,1
NO.1583,2020-03-12,KY,Jefferson,1
NO.1582,2020-03-12,MN,Hennepin,1
NO.1581,2020-03-12,MN,Ramsey,1
NO.1580,2020-03-12,MN,Stearns,1
NO.1579,2020-03-12,VA,Arlington,1
NO.1546-1578,2020-03-12,WA,Snohomish,32
NO.1510-1545,2020-03-12,WA,King,35
NO.1509,2020-03-12,Diamond Princess,San Diego,1
NO.1508,2020-03-12,SC,Kershaw,1
NO.1507,2020-03-12,SC,Lancaster,1
NO.1505-1506,2020-03-12,CA,Los Angeles,1
NO.1504,2020-03-12,NC,Cabarrus,1
NO.1502-1503,2020-03-12,WI,Dane,1
NO.1501,2020-03-12,CT,Fairfield,1
NO.1498-1500,2020-03-12,MA,Suffolk,2
NO.1497,2020-03-12,MA,Norfolk,1
NO.1496,2020-03-12,MA,Essex,1
NO.1491-1495,2020-03-12,MA,Middlesex,4
NO.1489-1490,2020-03-12,MA,Berkshire,1
NO.1488,2020-03-12,VA,Loudoun,1
NO.1484-1487,2020-03-12,CA,Santa Clara,3
NO.1483,2020-03-12,MA,Worcester,1
NO.1480-1482,2020-03-12,WA,Snohomish,2
NO.1479,2020-03-12,VA,Fairfax,1
NO.1478,2020-03-12,TN,Shelby,1
NO.1477,2020-03-12,TN,Knox,1
NO.1474-1476,2020-03-12,TN,Williamson,2
NO.1473,2020-03-12,NY,Herkimer,1
NO.1472,2020-03-12,NY,Dutchess,1
NO.1471,2020-03-12,VA,Fairfax,1
NO.1470,2020-03-12,NY,Delaware,1
NO.1443-1469,2020-03-12,NY,Westchester,26
NO.1441-1442,2020-03-12,NY,Ulster,1
NO.1440,2020-03-12,OK,Jackson,1
NO.1436-1439,2020-03-12,NY,Suffolk,3
NO.1435,2020-03-12,NY,Rockland,1
NO.1431-1434,2020-03-12,TN,Davidson,3
NO.1398-1430,2020-03-12,NY,New York,32
NO.1397,2020-03-12,AR,Jefferson,1
NO.1395-1396,2020-03-12,CO,Adams,1
NO.1394,2020-03-12,CA,Riverside,1
NO.1393,2020-03-12,CO,Pitkin,1
NO.1392,2020-03-12,CO,Jefferson,1
NO.1391,2020-03-12,CO,Gunnison,1
NO.1388-1390,2020-03-12,CO,Eagle,2
NO.1385-1387,2020-03-12,CO,Denver,2
NO.1384,2020-03-12,NJ,Somerset,1
NO.1383,2020-03-12,NJ,Morris,1
NO.1382,2020-03-12,NJ,Monmouth,1
NO.1381,2020-03-12,NJ,Essex,1
NO.1378-1380,2020-03-12,CA,San Mateo,2
NO.1377,2020-03-12,NM,Bernalillo,1
NO.1376,2020-03-12,FL,Seminole,1
NO.1375,2020-03-12,PA,Pike,1
NO.1374,2020-03-12,UT,Salt Lake,1
NO.1364-1373,2020-03-12,NY,Suffolk,9
NO.1361-1363,2020-03-12,NV,Clark,2
NO.1360,2020-03-12,TX,Harris,1
NO.1359,2020-03-12,NH,Rockingham,1
NO.1355-1358,2020-03-12,CA,San Francisco,3
NO.1354,2020-03-12,NJ,Bergen,1
NO.1353,2020-03-12,MN,Dakota,1
NO.1352,2020-03-12,NY,Saratoga,1
NO.1350-1351,2020-03-12,CA,San Mateo,1
NO.1348-1349,2020-03-12,CA,Imperial,1
NO.1347,2020-03-12,AR,Jefferson,1
NO.1346,2020-03-12,NY,Orange,1
NO.1345,2020-03-12,ME,Androscoggin,1
NO.1344,2020-03-12,CT,Fairfield,1
NO.1341-1343,2020-03-12,KS,Johnson,2
NO.1339-1340,2020-03-12,VA,James City,1
NO.1336-1338,2020-03-12,DE,New Castle,2
NO.1335,2020-03-12,NC,Mecklenburg,1
NO.1334,2020-03-12,LA,Orleans,1
NO.1321-1333,2020-03-12,NY,Nassau,12
NO.1320,2020-03-12,NY,Albany,1
NO.1319,2020-03-12,NY,Albany,1
NO.1318,2020-03-12,PA,Northampton,1
NO.1314-1317,2020-03-12,PA,Montgomery,3
NO.1313,2020-03-12,NC,Johnston,1
NO.1312,2020-03-12,NC,Forsyth,1
NO.1311,2020-03-12,NC,Forsyth,1
NO.1310,2020-03-12,OH,Trumbull,1
NO.1302-1309,2020-03-12,NY,New York,7
NO.1301,2020-03-12,FL,Lee,1
NO.1300,2020-03-12,FL,Broward,1
NO.1299,2020-03-12,FL,Broward,1
NO.1298,2020-03-12,FL,Miami-Dade,1
NO.1297,2020-03-12,NY,Ulster,1
NO.1296,2020-03-12,MT,Unassigned,1
NO.1294-1295,2020-03-12,NY,Suffolk,1
NO.1293,2020-03-11,SD,Minnehaha,1
Death,2020-03-11,WA,King,1
Death,2020-03-11,WA,King,1
Death,2020-03-11,WA,King,1
Death,2020-03-11,WA,King,1
NO.1292,2020-03-11,NY,New York,1
NO.1291,2020-03-11,GA,Floyd,1
NO.1290,2020-03-11,GA,Bartow,1
NO.1289,2020-03-11,VA,Alexandria,1
Death,2020-03-11,GA,Cobb,1
NO.1288,2020-03-11,IN,Marion,1
NO.1286-1287,2020-03-11,CA,Marin,1
NO.1285,2020-03-11,CA,Orange,1
NO.1284,2020-03-11,CA,Ventura,1
NO.1283,2020-03-11,UT,Salt Lake,1
NO.1282,2020-03-11,CA,Tulare,1
NO.1281,2020-03-11,CA,Riverside,1
NO.1280,2020-03-11,VA,Prince Edward,1
NO.1279,2020-03-11,NY,Monroe,1
NO.1278,2020-03-11,TX,Harris,1
NO.1276-1277,2020-03-11,OR,Linn,1
NO.1275,2020-03-11,ND,Ward,1
NO.1274,2020-03-11,FL,Broward,1
NO.1273,2020-03-11,WY,Sheridan,1
NO.1270-1272,2020-03-11,GA,Bartow,2
NO.1269,2020-03-11,GA,Fulton,1
NO.1268,2020-03-11,CA,Los Angeles,1
NO.1267,2020-03-11,GA,Lee,1
NO.1265-1266,2020-03-11,GA,DeKalb,1
NO.1264,2020-03-11,GA,Cobb,1
NO.1263,2020-03-11,LA,Lafourche,1
NO.1262,2020-03-11,LA,Caddo,1
NO.1261,2020-03-11,LA,Orleans,1
NO.1256-1260,2020-03-11,NE,Douglas,4
NO.1255,2020-03-11,NM,Santa Fe,1
NO.1254,2020-03-11,NC,Durham,1
NO.1252-1253,2020-03-11,CA,Santa Cruz,1
NO.1251,2020-03-11,MS,Forrest,1
NO.1250,2020-03-11,MD,Prince George's,1
NO.1249,2020-03-11,GA,Lowndes,1
NO.1248,2020-03-11,MD,Baltimore,1
NO.1247,2020-03-11,MD,Montgomery,1
NO.1246,2020-03-11,NC,Wake,1
NO.1245,2020-03-11,VT,Chittenden,1
NO.1244,2020-03-11,IA,Johnson,1
NO.1240-1243,2020-03-11,LA,Orleans,3
NO.1233-1239,2020-03-11,WA,Snohomish,6
NO.1232,2020-03-11,TX,Dallas,1
NO.1231,2020-03-11,SD,Bon Homme,1
NO.1230,2020-03-11,SD,Minnehaha,1
NO.1229,2020-03-11,WI,Waukesha,1
NO.1227-1228,2020-03-11,WI,Fond du Lac,1
NO.1226,2020-03-11,SC,Lancaster,1
NO.1225,2020-03-11,WA,Kittitas,1
Death,2020-03-11,WA,Snohomish,1
NO.1181-1224,2020-03-11,WA,King,43
NO.1180,2020-03-11,CO,Denver,1
NO.1179,2020-03-11,UT,Summit,1
NO.1173-1178,2020-03-11,CO,Pitkin,5
NO.1167-1172,2020-03-11,DC,District of Columbia,5
NO.1164-1166,2020-03-11,MA,Middlesex,2
NO.1163,2020-03-11,IL,Lake,1
NO.1158-1162,2020-03-11,NY,New York,4
NO.1157,2020-03-11,TN,Williamson,1
NO.1156,2020-03-11,PA,Monroe,1
NO.1155,2020-03-11,OR,Deschutes,1
NO.1154,2020-03-11,OR,Umatilla,1
NO.1153,2020-03-11,OR,Marion,1
NO.1152,2020-03-11,OR,Polk,1
NO.1151,2020-03-11,DE,New Castle,1
NO.1150,2020-03-11,TN,Davidson,1
NO.1147-1149,2020-03-11,NV,Clark,2
NO.1146,2020-03-11,CT,Fairfield,1
NO.1145,2020-03-11,WA,Thurston,1
NO.1144,2020-03-11,IN,St. Joseph,1
NO.1139-1143,2020-03-11,IL,Cook,4
NO.1133-1138,2020-03-11,CA,Los Angeles,5
NO.1132,2020-03-11,CO,Denver,1
Death,2020-03-11,CA,Los Angeles,1
NO.1130-1131,2020-03-11,NJ,Monmouth,1
NO.1129,2020-03-11,CO,Eagle,1
NO.1125-1128,2020-03-11,NJ,Bergen,3
NO.1123-1124,2020-03-11,CO,Jefferson,1
NO.1121-1122,2020-03-11,CO,Gunnison,1
NO.1120,2020-03-11,CO,Arapahoe,1
NO.1112-1119,2020-03-11,WA,Snohomish,7
NO.1111,2020-03-11,MN,Ramsey,1
NO.1110,2020-03-11,CA,Stanislaus,1
NO.1109,2020-03-11,CA,Stanislaus,1
NO.1100-1108,2020-03-11,NY,Nassau,8
NO.1099,2020-03-11,OH,Stark,1
NO.1096-1098,2020-03-11,CO,Pitkin,2
NO.1095,2020-03-11,MN,Olmsted,1
NO.1093-1094,2020-03-11,AZ,Pinal,1
NO.1092,2020-03-11,AZ,Maricopa,1
NO.1090-1091,2020-03-11,NJ,Middlesex,1
NO.1084-1089,2020-03-11,CA,San Mateo,5
NO.1083,2020-03-11,AR,Jefferson,1
NO.1082,2020-03-11,NM,Bernalillo,1
NO.1080-1081,2020-03-11,NM,Socorro,1
NO.1079,2020-03-11,PA,Montgomery,1
NO.1078,2020-03-11,VA,Hanover,1
NO.1077,2020-03-11,IN,Howard,1
NO.1074-1076,2020-03-11,IN,Johnson,2
NO.1061-1073,2020-03-11,NY,Westchester,12
NO.1050-1060,2020-03-11,NY,New York,10
NO.1049,2020-03-11,GA,Charlton,1
NO.1048,2020-03-10,LA,Orleans,1
Death,2020-03-10,WA,King,1
Death,2020-03-10,WA,King,1
NO.1047,2020-03-10,LA,Orleans,1
NO.1046,2020-03-10,LA,Orleans,1
NO.1045,2020-03-10,CA,Alameda,1
NO.1044,2020-03-10,NE,Knox,1
NO.1041-1043,2020-03-10,CA,Santa Clara,2
NO.1040,2020-03-10,WA,Island,1
NO.1039,2020-03-10,FL,Pasco,1
NO.1037-1038,2020-03-10,FL,Pinellas,1
NO.1034-1036,2020-03-10,FL,Collier,2
NO.1033,2020-03-10,FL,Nassau,1
NO.1032,2020-03-10,LA,Orleans,1
NO.1030-1031,2020-03-10,PA,Bucks,1
NO.1027-1029,2020-03-10,GA,Cobb,2
NO.1026,2020-03-10,GA,Fulton,1
NO.1025,2020-03-10,CA,Sacramento,1
NO.1024,2020-03-10,TX,Dallas,1
NO.1023,2020-03-10,FL,Alachua,1
NO.1021-1022,2020-03-10,CA,Calaveras,1
NO.1020,2020-03-10,TX,Montgomery,1
NO.1019,2020-03-10,MI,Wayne,1
NO.1018,2020-03-10,MI,Oakland,1
NO.1015-1017,2020-03-10,NY,Suffolk,2
Death,2020-03-10,CA,Sacramento,1
NO.1014,2020-03-10,TX,Harris,1
NO.1013,2020-03-10,CO,Jefferson,1
NO.1012,2020-03-10,CO,Denver,1
NO.1011,2020-03-10,CA,Contra Costa,1
NO.1010,2020-03-10,CA,San Joaquin,1
NO.1009,2020-03-10,CA,Alameda,1
NO.1006-1008,2020-03-10,CA,Solano,2
NO.1005,2020-03-10,WA,Whatcom,1
NO.999-1004,2020-03-10,WA,Snohomish,5
NO.998,2020-03-10,NE,Douglas,1
NO.997,2020-03-10,TX,Tarrant,1
NO.992-996,2020-03-10,IA,Johnson,4
NO.990-991,2020-03-10,CA,Santa Clara,1
NO.989,2020-03-10,SD,Minnehaha,1
NO.988,2020-03-10,MD,Montgomery,1
NO.987,2020-03-10,SD,Davison,1
NO.986,2020-03-10,SD,Charles Mix,1
NO.985,2020-03-10,SD,Beadle,1
NO.984,2020-03-10,SD,Pennington,1
NO.983,2020-03-10,CA,Los Angeles,1
NO.982,2020-03-10,TX,Dallas,1
NO.981,2020-03-10,WA,Skagit,1
NO.978-980,2020-03-10,WA,Pierce,2
NO.977,2020-03-10,MA,Essex,1
NO.975-976,2020-03-10,MA,Berkshire,1
NO.962-974,2020-03-10,MA,Norfolk,12
NO.953-961,2020-03-10,MA,Suffolk,8
NO.952,2020-03-10,WA,Kitsap,1
NO.950-951,2020-03-10,KY,Harrison,1
NO.948-949,2020-03-10,RI,Providence,1
NO.931-947,2020-03-10,WA,Snohomish,16
NO.857-930,2020-03-10,WA,King,73
NO.855-856,2020-03-10,SC,Kershaw,1
NO.829-854,2020-03-10,MA,Middlesex,25
NO.828,2020-03-10,LA,Orleans,1
NO.827,2020-03-10,IL,McHenry,1
NO.826,2020-03-10,IL,Kane,1
NO.820-825,2020-03-10,IL,Cook,5
NO.819,2020-03-10,NH,Rockingham,1
NO.817-818,2020-03-10,NY,Rockland,1
NO.816,2020-03-10,TN,Sullivan,1
NO.815,2020-03-10,OR,Multnomah,1
NO.814,2020-03-10,MN,Anoka,1
NO.813,2020-03-10,CA,San Francisco,1
NO.812,2020-03-10,CO,Eagle,1
NO.811,2020-03-10,CO,Denver,1
NO.809-810,2020-03-10,NJ,Burlington,1
NO.808,2020-03-10,PA,Philadelphia,1
NO.807,2020-03-10,NJ,Bergen,1
NO.806,2020-03-10,CO,Arapahoe,1
NO.805,2020-03-10,NJ,Bergen,1
NO.804,2020-03-10,TX,Gregg,1
NO.802-803,2020-03-10,TN,Williamson,1
NO.801,2020-03-10,VA,Loudoun,1
NO.791-800,2020-03-10,NY,Westchester,9
NO.790,2020-03-10,OK,Tulsa,1
NO.788-789,2020-03-10,TX,Collin,1
NO.787,2020-03-10,WI,Dane,1
NO.785-786,2020-03-10,NY,Nassau,1
NO.783-784,2020-03-10,MD,Prince George's,1
NO.782,2020-03-10,NY,New York,1
NO.781,2020-03-10,IN,Boone,1
NO.780,2020-03-10,PA,Montgomery,1
NO.779,2020-03-10,UT,Weber-Morgan,1
NO.763-778,2020-03-10,NY,New York,15
NO.762,2020-03-10,FL,Broward,1
NO.760-761,2020-03-10,VA,Virginia Beach,1
NO.759,2020-03-10,CT,Litchfield,1
NO.758,2020-03-09,Diamond Princess,Riverside,1
NO.751-757,2020-03-09,WA,Pierce,6
Death,2020-03-09,WA,King,1
Death,2020-03-09,WA,King,1
NO.750,2020-03-09,CO,Arapahoe,1
NO.749,2020-03-09,CA,San Diego,1
NO.748,2020-03-09,IN,Adams,1
NO.747,2020-03-09,CO,Eagle,1
NO.744-746,2020-03-09,DC,District of Columbia,2
NO.743,2020-03-09,VA,Spotsylvania,1
NO.742,2020-03-09,VA,Fairfax,1
NO.740-741,2020-03-09,GA,DeKalb,1
NO.739,2020-03-09,GA,Gwinnett,1
NO.738,2020-03-09,GA,Fayette,1
NO.737,2020-03-09,GA,Cobb,1
NO.731-736,2020-03-09,CA,Santa Clara,5
NO.724-730,2020-03-09,CA,Sacramento,6
NO.721-723,2020-03-09,CA,Los Angeles,2
NO.720,2020-03-09,FL,Volusia,1
NO.719,2020-03-09,IA,Pottawattamie,1
NO.718,2020-03-09,MD,Prince George's,1
NO.713-717,2020-03-09,NC,Wake,4
NO.712,2020-03-09,WI,Pierce,1
NO.711,2020-03-09,KY,Harrison,1
NO.710,2020-03-09,KY,Fayette,1
NO.709,2020-03-09,AZ,Pima,1
NO.708,2020-03-09,NY,New York,1
NO.705-707,2020-03-09,CA,Riverside,2
NO.699-704,2020-03-09,WA,Snohomish,5
NO.698,2020-03-09,CO,Denver,1
NO.694-697,2020-03-09,IA,Johnson,3
NO.689-693,2020-03-09,MA,Middlesex,4
NO.685-688,2020-03-09,MA,Berkshire,3
NO.684,2020-03-09,CA,Santa Cruz,1
NO.680-683,2020-03-09,IL,Cook,3
NO.679,2020-03-09,NJ,Monmouth,1
NO.678,2020-03-09,NJ,Monmouth,1
NO.677,2020-03-09,NJ,Union,1
NO.676,2020-03-09,NJ,Bergen,1
NO.674-675,2020-03-09,PA,Montgomery,1
NO.673,2020-03-09,PA,Monroe,1
NO.640-672,2020-03-09,WA,King,32
NO.639,2020-03-09,CA,Marin,1
NO.638,2020-03-09,CA,Los Angeles,1
NO.637,2020-03-09,CA,Los Angeles,1
NO.630-636,2020-03-09,CA,San Mateo,6
NO.627-629,2020-03-09,OH,Cuyahoga,2
NO.626,2020-03-09,NJ,Passaic,1
NO.625,2020-03-09,LA,Jefferson,1
NO.620-624,2020-03-09,CA,San Francisco,4
NO.619,2020-03-09,CO,Larimer,1
NO.618,2020-03-09,TX,Collin,1
NO.617,2020-03-09,TN,Williamson,1
NO.616,2020-03-09,PA,Montgomery,1
NO.614-615,2020-03-09,NY,Rockland,1
NO.610-613,2020-03-09,NY,Nassau,3
NO.607-609,2020-03-09,NY,New York,2
NO.591-606,2020-03-09,NY,Westchester,15
NO.585-590,2020-03-09,NY,Nassau,5
NO.583-584,2020-03-09,NY,New York,1
NO.581-582,2020-03-08,CA,Placer,1
NO.580,2020-03-08,WA,Kitsap,1
NO.579,2020-03-08,SC,Kershaw,1
NO.575-578,2020-03-08,MA,Norfolk,3
NO.574,2020-03-08,VA,Arlington,1
NO.573,2020-03-08,IN,Noble,1
NO.571-572,2020-03-08,NY,Nassau,1
NO.570,2020-03-08,NY,New York,1
NO.569,2020-03-08,IN,Hendricks,1
NO.567-568,2020-03-08,GA,Cobb,1
NO.566,2020-03-08,GA,Cherokee,1
NO.565,2020-03-08,GA,Fulton,1
NO.564,2020-03-08,HI,Honolulu,1
NO.563,2020-03-08,CA,Shasta,1
NO.561-562,2020-03-08,NE,Douglas,1
NO.560,2020-03-08,MN,Carver,1
NO.559,2020-03-08,NY,Suffolk,1
NO.556-558,2020-03-08,IA,Johnson,2
NO.555,2020-03-08,NV,Washoe,1
NO.554,2020-03-08,FL,Broward,1
NO.553,2020-03-08,CA,Orange,1
NO.552,2020-03-08,KY,Jefferson,1
NO.551,2020-03-08,KY,Fayette,1
NO.550,2020-03-08,KY,Harrison,1
NO.549,2020-03-08,SC,Spartanburg,1
NO.548,2020-03-08,SC,Kershaw,1
NO.544-547,2020-03-08,WA,Pierce,3
NO.543,2020-03-08,MD,Montgomery,1
NO.542,2020-03-08,SC,Kershaw,1
